finding,filename
COVID-19,covid-19-caso-95-4-12.png
COVID-19,covid-19-caso-99-1-19.png
COVID-19,covid-19-caso-111-1-21.png
"COVID-19, ARDS",covid-19-pneumonia-rapidly-progressive-admission.jpg
"COVID-19, ARDS",covid-19-pneumonia-rapidly-progressive-12-hours.jpg
"COVID-19, ARDS",covid-19-pneumonia-rapidly-progressive-3-days.jpg
"COVID-19, ARDS",covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-admission.jpg
"COVID-19, ARDS",covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-1.jpg
"COVID-19, ARDS",covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-2.jpg
"COVID-19, ARDS",covid-19-rapidly-progressive-acute-respiratory-distress-syndrome-ards-day-3.jpg
"COVID-19, ARDS",covid-19-pneumonia-evolution-over-a-week-1-day6.jpg
"COVID-19, ARDS",ryct.2020003.fig2-a.png
"COVID-19, ARDS",ryct.2020003.fig2-b.png
"COVID-19, ARDS",ryct.2020003.fig2-c.png
"COVID-19, ARDS",16660_5_1.jpg
